date,Sales,Price Discount (%),In-Store Promo,Catalogue Promo,Store End Promo,Product_SKU1,Product_SKU2,Product_SKU3,Product_SKU4,Product_SKU5,Product_SKU6
2020-06-21,3425,0.01,0,0,0,0,1,0,0,0,0
2020-06-28,3279,0.01,0,0,0,0,1,0,0,0,0
2017-02-05,39767,0.3,0,1,1,0,0,1,0,0,0
2017-02-12,49090,0.3,1,0,0,0,0,1,0,0,0
2017-02-19,41044,0.3,1,0,1,0,0,1,0,0,0
2017-02-26,53637,0.3,0,0,0,0,0,1,0,0,0
2017-03-05,13568,0.0,0,1,0,0,0,1,0,0,0
2017-03-12,48230,0.3,1,0,0,0,0,1,0,0,0
2017-03-19,47632,0.3,1,0,0,0,0,1,0,0,0
2017-03-26,52458,0.3,1,0,0,0,0,1,0,0,0
2017-04-02,48624,0.3,0,1,0,0,0,1,0,0,0
2017-04-09,58678,0.3,1,0,0,0,0,1,0,0,0
2017-04-16,31180,0.2,0,1,0,0,0,1,0,0,0
2017-04-23,39918,0.3,1,0,0,0,0,1,0,0,0
2017-04-30,28519,0.2,0,1,1,0,0,1,0,0,0
2017-05-07,212245,0.5,1,0,0,0,0,1,0,0,0
2017-05-14,46634,0.3,0,0,0,0,0,1,0,0,0
2017-05-21,15816,0.0,1,0,0,0,0,1,0,0,0
2017-05-28,50615,0.3,1,0,1,0,0,1,0,0,0
2017-06-04,55744,0.3,0,1,1,0,0,1,0,0,0
2017-06-11,248373,0.5,1,0,1,0,0,1,0,0,0
2017-06-18,56218,0.3,0,1,1,0,0,1,0,0,0
2017-06-25,88330,0.4,1,0,1,0,0,1,0,0,0
2017-07-02,21719,0.02,0,1,1,0,0,1,0,0,0
2017-07-09,66602,0.3,1,0,1,0,0,1,0,0,0
2017-07-16,37996,0.2,1,0,1,0,0,1,0,0,0
2017-07-23,60173,0.3,1,0,1,0,0,1,0,0,0
2017-07-30,18827,0.0,1,0,0,0,0,1,0,0,0
2017-08-06,52917,0.3,1,0,1,0,0,1,0,0,0
2017-08-13,19315,0.0,1,0,1,0,0,1,0,0,0
2017-08-20,57361,0.3,0,1,1,0,0,1,0,0,0
2017-08-27,236242,0.5,1,0,1,0,0,1,0,0,0
2017-09-03,55091,0.3,1,0,1,0,0,1,0,0,0
2017-09-10,64818,0.3,1,0,1,0,0,1,0,0,0
2017-09-17,63731,0.4,0,1,1,0,0,1,0,0,0
2017-09-24,72851,0.4,1,0,1,0,0,1,0,0,0
2017-10-01,18797,0.02,1,0,1,0,0,1,0,0,0
2017-10-08,52132,0.3,1,0,1,0,0,1,0,0,0
2017-10-15,31259,0.2,0,1,1,0,0,1,0,0,0
2017-10-22,49891,0.3,1,0,1,0,0,1,0,0,0
2017-10-29,16354,0.02,0,1,1,0,0,1,0,0,0
2017-11-05,212947,0.5,1,0,1,0,0,1,0,0,0
2017-11-12,47367,0.3,1,0,1,0,0,1,0,0,0
2017-11-19,29788,0.2,1,0,1,0,0,1,0,0,0
2017-11-26,43078,0.3,0,1,1,0,0,1,0,0,0
2017-12-03,62176,0.4,1,0,1,0,0,1,0,0,0
2017-12-10,15098,0.0,1,0,1,0,0,1,0,0,0
2017-12-17,46362,0.3,1,0,0,0,0,1,0,0,0
2017-12-24,40244,0.3,1,0,1,0,0,1,0,0,0
2017-12-31,10970,0.0,1,0,0,0,0,1,0,0,0
2018-01-07,57707,0.4,1,0,1,0,0,1,0,0,0
2018-01-14,13001,0.02,0,1,0,0,0,1,0,0,0
2018-01-21,60844,0.4,1,0,1,0,0,1,0,0,0
2018-01-28,14766,0.0,1,0,0,0,0,1,0,0,0
2018-02-04,66821,0.4,1,0,1,0,0,1,0,0,0
2018-02-11,14822,0.0,0,1,1,0,0,1,0,0,0
2018-02-18,65917,0.4,1,0,0,0,0,1,0,0,0
2018-02-25,72768,0.4,1,0,1,0,0,1,0,0,0
2018-03-04,15242,0.0,0,1,0,0,0,1,0,0,0
2018-03-11,77546,0.4,1,0,1,0,0,1,0,0,0
2018-03-18,15914,0.0,0,1,0,0,0,1,0,0,0
2018-03-25,81070,0.4,1,0,1,0,0,1,0,0,0
2018-04-01,16298,0.02,1,0,0,0,0,1,0,0,0
2018-04-08,63779,0.4,1,0,1,0,0,1,0,0,0
2018-04-15,15593,0.0,1,0,0,0,0,1,0,0,0
2018-04-22,91541,0.4,1,0,1,0,0,1,0,0,0
2018-04-29,41716,0.2,0,1,0,0,0,1,0,0,0
2018-05-06,85960,0.4,1,0,0,0,0,1,0,0,0
2018-05-13,73443,0.4,1,0,1,0,0,1,0,0,0
2018-05-20,81236,0.4,1,0,1,0,0,1,0,0,0
2018-05-27,20184,0.0,1,0,1,0,0,1,0,0,0
2018-06-03,43483,0.2,0,1,1,0,0,1,0,0,0
2018-06-10,288322,0.5,1,0,1,0,0,1,0,0,0
2018-06-17,44670,0.22,1,0,1,0,0,1,0,0,0
2018-06-24,83798,0.4,1,0,1,0,0,1,0,0,0
2018-07-01,45241,0.2,0,1,1,0,0,1,0,0,0
2018-07-08,98300,0.4,1,0,1,0,0,1,0,0,0
2018-07-15,24771,0.0,0,1,0,0,0,1,0,0,0
2018-07-22,77644,0.4,1,0,1,0,0,1,0,0,0
2018-07-29,21768,0.0,1,0,0,0,0,1,0,0,0
2018-08-05,43217,0.2,1,0,1,0,0,1,0,0,0
2018-08-12,21318,0.0,0,1,1,0,0,1,0,0,0
2018-08-19,94025,0.4,1,0,1,0,0,1,0,0,0
2018-08-26,19395,0.0,1,0,0,0,0,1,0,0,0
2018-09-02,84724,0.4,1,0,1,0,0,1,0,0,0
2018-09-09,17903,0.0,1,0,0,0,0,1,0,0,0
2018-09-16,83294,0.4,1,0,1,0,0,1,0,0,0
2018-09-23,69874,0.4,0,1,1,0,0,1,0,0,0
2018-09-30,237462,0.5,1,0,1,0,0,1,0,0,0
2018-10-07,19806,0.04,0,1,0,0,0,1,0,0,0
2018-10-14,94028,0.4,1,0,1,0,0,1,0,0,0
2018-10-21,17859,0.0,0,1,1,0,0,1,0,0,0
2018-10-28,73225,0.4,1,0,1,0,0,1,0,0,0
2018-11-04,16559,0.0,0,1,0,0,0,1,0,0,0
2018-11-11,86341,0.4,1,0,1,0,0,1,0,0,0
2018-11-18,18175,0.02,0,1,0,0,0,1,0,0,0
2018-11-25,85834,0.4,1,0,1,0,0,1,0,0,0
2018-12-02,16673,0.02,1,0,1,0,0,1,0,0,0
2018-12-09,80303,0.4,1,0,1,0,0,1,0,0,0
2018-12-16,16228,0.02,1,0,1,0,0,1,0,0,0
2018-12-23,15567,0.0,1,0,0,0,0,1,0,0,0
2018-12-30,19818,0.2,0,1,0,0,0,1,0,0,0
2019-01-06,65120,0.42,1,0,1,0,0,1,0,0,0
2019-01-13,13910,0.0,0,1,0,0,0,1,0,0,0
2019-01-20,72688,0.4,1,0,1,0,0,1,0,0,0
2019-01-27,15378,0.0,0,1,0,0,0,1,0,0,0
2019-02-03,77331,0.4,1,0,1,0,0,1,0,0,0
2019-02-10,16284,0.03,1,0,1,0,0,1,0,0,0
2019-02-17,195088,0.5,1,0,1,0,0,1,0,0,0
2019-02-24,66726,0.4,0,1,1,0,0,1,0,0,0
2019-03-03,70897,0.4,1,0,1,0,0,1,0,0,0
2019-03-10,18959,0.07,0,1,1,0,0,1,0,0,0
2019-03-17,84789,0.4,1,0,1,0,0,1,0,0,0
2019-03-24,23297,0.22,0,1,0,0,0,1,0,0,0
2019-03-31,74574,0.4,1,0,1,0,0,1,0,0,0
2019-04-07,20603,0.23,0,1,0,0,0,1,0,0,0
2019-04-14,82925,0.45,1,0,1,0,0,1,0,0,0
2019-04-21,16258,0.09,0,1,1,0,0,1,0,0,0
2019-04-28,60819,0.4,1,0,1,0,0,1,0,0,0
2019-05-05,14847,0.21,0,1,0,0,0,1,0,0,0
2019-05-12,73917,0.43,1,0,1,0,0,1,0,0,0
2019-05-19,30770,0.38,0,1,0,0,0,1,0,0,0
2019-05-26,65796,0.49,1,0,0,0,0,1,0,0,0
2019-06-02,19708,0.3,0,1,0,0,0,1,0,0,0
2019-06-09,197503,0.55,1,0,0,0,0,1,0,0,0
2019-06-16,40396,0.43,0,1,0,0,0,1,0,0,0
2019-06-23,75058,0.45,1,0,1,0,0,1,0,0,0
2019-06-30,34350,0.35,1,0,1,0,0,1,0,0,0
2019-07-07,63367,0.41,1,0,1,0,0,1,0,0,0
2019-07-14,19698,0.33,0,1,0,0,0,1,0,0,0
2019-07-21,82028,0.48,1,0,1,0,0,1,0,0,0
2019-07-28,18589,0.33,0,1,1,0,0,1,0,0,0
2019-08-04,75642,0.51,1,0,1,0,0,1,0,0,0
2019-08-11,20287,0.33,0,1,1,0,0,1,0,0,0
2019-08-18,224723,0.52,1,0,1,0,0,1,0,0,0
2019-08-25,36190,0.22,0,1,0,0,0,1,0,0,0
2019-09-01,78848,0.51,1,0,1,0,0,1,0,0,0
2019-09-08,18947,0.33,1,0,0,0,0,1,0,0,0
2019-09-15,75687,0.45,1,0,1,0,0,1,0,0,0
2019-09-22,22404,0.34,0,1,1,0,0,1,0,0,0
2019-09-29,207356,0.54,1,0,1,0,0,1,0,0,0
2019-10-06,37198,0.32,0,1,1,0,0,1,0,0,0
2019-10-13,83295,0.22,1,0,1,0,0,1,0,0,0
2019-10-20,18549,0.04,0,1,0,0,0,1,0,0,0
2019-10-27,77885,0.23,1,0,1,0,0,1,0,0,0
2019-11-03,16769,0.04,0,1,1,0,0,1,0,0,0
2019-11-10,182891,0.49,1,0,1,0,0,1,0,0,0
2019-11-17,30944,0.14,0,1,0,0,0,1,0,0,0
2019-11-24,74345,0.22,1,0,1,0,0,1,0,0,0
2019-12-01,16864,0.04,0,1,1,0,0,1,0,0,0
2019-12-08,72108,0.35,1,0,1,0,0,1,0,0,0
2019-12-15,29325,0.2,1,0,1,0,0,1,0,0,0
2019-12-22,33126,0.13,1,0,0,0,0,1,0,0,0
2019-12-29,17979,0.2,0,1,0,0,0,1,0,0,0
2020-01-05,50536,0.5,1,0,1,0,0,1,0,0,0
2020-01-12,13672,0.36,0,1,0,0,0,1,0,0,0
2020-01-19,59700,0.8,1,0,1,0,0,1,0,0,0
2020-01-26,14278,0.67,0,1,1,0,0,1,0,0,0
2020-02-02,56120,0.8,1,0,1,0,0,1,0,0,0
2020-02-09,15286,0.67,0,1,1,0,0,1,0,0,0
2020-02-16,187548,0.51,1,0,1,0,0,1,0,0,0
2020-02-23,31172,0.74,0,1,0,0,0,1,0,0,0
2020-03-01,76759,0.8,1,0,1,0,0,1,0,0,0
2020-03-08,16311,0.67,0,1,0,0,0,1,0,0,0
2020-03-15,102770,0.48,1,0,1,0,0,1,0,0,0
2020-03-22,24862,0.67,0,0,0,0,0,1,0,0,0
2020-03-29,33476,0.67,1,0,1,0,0,1,0,0,0
2020-04-05,29350,0.67,0,1,0,0,0,1,0,0,0
2020-04-12,97959,0.8,1,0,0,0,0,1,0,0,0
2020-04-19,19116,0.68,0,1,1,0,0,1,0,0,0
2020-04-26,64671,0.77,1,0,0,0,0,1,0,0,0
2020-05-03,22217,0.67,0,0,0,0,0,1,0,0,0
2020-05-10,78949,0.8,0,0,0,0,0,1,0,0,0
2020-05-17,19161,0.67,0,0,0,0,0,1,0,0,0
2020-05-24,66290,0.8,0,0,0,0,0,1,0,0,0
2020-05-31,19726,0.67,1,0,1,0,0,1,0,0,0
2020-06-07,75510,0.8,1,0,1,0,0,1,0,0,0
2020-06-14,20278,0.67,1,0,1,0,0,1,0,0,0
2020-06-21,79090,0.8,1,0,1,0,0,1,0,0,0
2020-06-28,23331,0.67,1,0,0,0,0,1,0,0,0
2017-02-05,12835,0.3,0,1,1,0,0,0,1,0,0
2017-02-12,15705,0.3,1,0,0,0,0,0,1,0,0
2017-02-19,13382,0.3,1,0,1,0,0,0,1,0,0
2017-02-26,15709,0.3,0,0,0,0,0,0,1,0,0
2017-03-05,3729,0.0,0,1,0,0,0,0,1,0,0
2017-03-12,15061,0.3,1,0,0,0,0,0,1,0,0
2017-03-19,15759,0.3,1,0,0,0,0,0,1,0,0
2017-03-26,15479,0.3,1,0,0,0,0,0,1,0,0
2017-04-02,16003,0.3,0,1,0,0,0,0,1,0,0
2017-04-09,19455,0.3,1,0,0,0,0,0,1,0,0
2017-04-16,9445,0.2,0,1,0,0,0,0,1,0,0
2017-04-23,12697,0.3,1,0,0,0,0,0,1,0,0
2017-04-30,8735,0.2,0,1,1,0,0,0,1,0,0
2017-05-07,65464,0.5,1,0,0,0,0,0,1,0,0
2017-05-14,14559,0.32,0,0,0,0,0,0,1,0,0
2017-05-21,4400,0.02,1,0,0,0,0,0,1,0,0
2017-05-28,16004,0.3,1,0,1,0,0,0,1,0,0
2017-06-04,15932,0.3,0,1,1,0,0,0,1,0,0
2017-06-11,63256,0.5,1,0,1,0,0,0,1,0,0
2017-06-18,16824,0.32,0,1,1,0,0,0,1,0,0
2017-06-25,26316,0.4,1,0,1,0,0,0,1,0,0
2017-07-02,5426,0.02,0,1,1,0,0,0,1,0,0
2017-07-09,19411,0.3,1,0,1,0,0,0,1,0,0
2017-07-16,11807,0.2,1,0,1,0,0,0,1,0,0
2017-07-23,21089,0.3,1,0,1,0,0,0,1,0,0
2017-07-30,5487,0.0,1,0,0,0,0,0,1,0,0
2017-08-06,17564,0.3,1,0,1,0,0,0,1,0,0
2017-08-13,5497,0.0,1,0,1,0,0,0,1,0,0
2017-08-20,18434,0.3,0,1,1,0,0,0,1,0,0
2017-08-27,75377,0.5,1,0,1,0,0,0,1,0,0
2017-09-03,16756,0.32,1,0,1,0,0,0,1,0,0
2017-09-10,17340,0.3,1,0,1,0,0,0,1,0,0
2017-09-17,20945,0.4,0,1,1,0,0,0,1,0,0
2017-09-24,24469,0.4,1,0,1,0,0,0,1,0,0
2017-10-01,5640,0.02,1,0,1,0,0,0,1,0,0
2017-10-08,16773,0.3,1,0,1,0,0,0,1,0,0
2017-10-15,10420,0.2,0,1,1,0,0,0,1,0,0
2017-10-22,16777,0.3,1,0,1,0,0,0,1,0,0
2017-10-29,4725,0.02,0,1,1,0,0,0,1,0,0
2017-11-05,69467,0.5,1,0,1,0,0,0,1,0,0
2017-11-12,15498,0.32,1,0,1,0,0,0,1,0,0
2017-11-19,8994,0.2,1,0,1,0,0,0,1,0,0
2017-11-26,14023,0.3,0,1,1,0,0,0,1,0,0
2017-12-03,20914,0.4,1,0,1,0,0,0,1,0,0
2017-12-10,4248,0.0,1,0,1,0,0,0,1,0,0
2017-12-17,13159,0.3,1,0,0,0,0,0,1,0,0
2017-12-24,10487,0.3,1,0,1,0,0,0,1,0,0
2017-12-31,2960,0.0,1,0,0,0,0,0,1,0,0
2018-01-07,18647,0.4,1,0,1,0,0,0,1,0,0
2018-01-14,3583,0.02,0,1,0,0,0,0,1,0,0
2018-01-21,19773,0.4,1,0,1,0,0,0,1,0,0
2018-01-28,4057,0.0,1,0,0,0,0,0,1,0,0
2018-02-04,21229,0.4,1,0,1,0,0,0,1,0,0
2018-02-11,4306,0.0,0,1,1,0,0,0,1,0,0
2018-02-18,21451,0.4,1,0,0,0,0,0,1,0,0
2018-02-25,22091,0.4,1,0,1,0,0,0,1,0,0
2018-03-04,4422,0.02,0,1,0,0,0,0,1,0,0
2018-03-11,24597,0.4,1,0,1,0,0,0,1,0,0
2018-03-18,4604,0.02,0,1,0,0,0,0,1,0,0
2018-03-25,25200,0.4,1,0,1,0,0,0,1,0,0
2018-04-01,4140,0.02,1,0,0,0,0,0,1,0,0
2018-04-08,19161,0.4,1,0,1,0,0,0,1,0,0
2018-04-15,3754,0.02,1,0,0,0,0,0,1,0,0
2018-04-22,24056,0.4,1,0,1,0,0,0,1,0,0
2018-04-29,10289,0.2,0,1,0,0,0,0,1,0,0
2018-05-06,25115,0.4,1,0,0,0,0,0,1,0,0
2018-05-13,24208,0.4,1,0,1,0,0,0,1,0,0
2018-05-20,24612,0.4,1,0,1,0,0,0,1,0,0
2018-05-27,4970,0.02,1,0,1,0,0,0,1,0,0
2018-06-03,12454,0.2,0,1,1,0,0,0,1,0,0
2018-06-10,72261,0.5,1,0,1,0,0,0,1,0,0
2018-06-17,12202,0.22,1,0,1,0,0,0,1,0,0
2018-06-24,24918,0.4,1,0,1,0,0,0,1,0,0
2018-07-01,12293,0.2,0,1,1,0,0,0,1,0,0
2018-07-08,28282,0.4,1,0,1,0,0,0,1,0,0
2018-07-15,6117,0.0,0,1,0,0,0,0,1,0,0
2018-07-22,20461,0.4,1,0,1,0,0,0,1,0,0
2018-07-29,5392,0.02,1,0,0,0,0,0,1,0,0
2018-08-05,12400,0.2,1,0,1,0,0,0,1,0,0
2018-08-12,5043,0.02,0,1,1,0,0,0,1,0,0
2018-08-19,25732,0.4,1,0,1,0,0,0,1,0,0
2018-08-26,5086,0.02,1,0,0,0,0,0,1,0,0
2018-09-02,23667,0.4,1,0,1,0,0,0,1,0,0
2018-09-09,4753,0.02,1,0,0,0,0,0,1,0,0
2018-09-16,22977,0.4,1,0,1,0,0,0,1,0,0
2018-09-23,20826,0.4,0,1,1,0,0,0,1,0,0
2018-09-30,66114,0.5,1,0,1,0,0,0,1,0,0
2018-10-07,5293,0.1,0,1,0,0,0,0,1,0,0
2018-10-14,25266,0.4,1,0,1,0,0,0,1,0,0
2018-10-21,4596,0.02,0,1,1,0,0,0,1,0,0
2018-10-28,22940,0.4,1,0,1,0,0,0,1,0,0
2018-11-04,4039,0.02,0,1,0,0,0,0,1,0,0
2018-11-11,22262,0.4,1,0,1,0,0,0,1,0,0
2018-11-18,4081,0.02,0,1,0,0,0,0,1,0,0
2018-11-25,23852,0.4,1,0,1,0,0,0,1,0,0
2018-12-02,3719,0.02,1,0,1,0,0,0,1,0,0
2018-12-09,19795,0.4,1,0,1,0,0,0,1,0,0
2018-12-16,3759,0.02,1,0,1,0,0,0,1,0,0
2018-12-23,3332,0.0,1,0,0,0,0,0,1,0,0
2018-12-30,5042,0.2,0,1,0,0,0,0,1,0,0
2019-01-06,16712,0.42,1,0,1,0,0,0,1,0,0
2019-01-13,3133,0.02,0,1,0,0,0,0,1,0,0
2019-01-20,17667,0.4,1,0,1,0,0,0,1,0,0
2019-01-27,3308,0.02,0,1,0,0,0,0,1,0,0
2019-02-03,19564,0.4,1,0,1,0,0,0,1,0,0
2019-02-10,3789,0.03,1,0,1,0,0,0,1,0,0
2019-02-17,63842,0.5,1,0,1,0,0,0,1,0,0
2019-02-24,19642,0.4,0,1,1,0,0,0,1,0,0
2019-03-03,22114,0.4,1,0,1,0,0,0,1,0,0
2019-03-10,5266,0.08,0,1,1,0,0,0,1,0,0
2019-03-17,27690,0.4,1,0,1,0,0,0,1,0,0
2019-03-24,7666,0.24,0,1,0,0,0,0,1,0,0
2019-03-31,23530,0.4,1,0,1,0,0,0,1,0,0
2019-04-07,6276,0.23,0,1,0,0,0,0,1,0,0
2019-04-14,25614,0.45,1,0,1,0,0,0,1,0,0
2019-04-21,4240,0.07,0,1,1,0,0,0,1,0,0
2019-04-28,18035,0.4,1,0,1,0,0,0,1,0,0
2019-05-05,4415,0.22,0,1,0,0,0,0,1,0,0
2019-05-12,20849,0.42,1,0,1,0,0,0,1,0,0
2019-05-19,9098,0.38,0,1,0,0,0,0,1,0,0
2019-05-26,17578,0.48,1,0,0,0,0,0,1,0,0
2019-06-02,5012,0.36,0,1,0,0,0,0,1,0,0
2019-06-09,59637,0.54,1,0,0,0,0,0,1,0,0
2019-06-16,11764,0.43,0,1,0,0,0,0,1,0,0
2019-06-23,19576,0.47,1,0,1,0,0,0,1,0,0
2019-06-30,9155,0.38,1,0,1,0,0,0,1,0,0
2019-07-07,17401,0.45,1,0,1,0,0,0,1,0,0
2019-07-14,4844,0.32,0,1,0,0,0,0,1,0,0
2019-07-21,22481,0.46,1,0,1,0,0,0,1,0,0
2019-07-28,4825,0.22,0,1,1,0,0,0,1,0,0
2019-08-04,21721,0.47,1,0,1,0,0,0,1,0,0
2019-08-11,5374,0.25,0,1,1,0,0,0,1,0,0
2019-08-18,64115,0.55,1,0,1,0,0,0,1,0,0
2019-08-25,9409,0.42,0,1,0,0,0,0,1,0,0
2019-09-01,19481,0.48,1,0,1,0,0,0,1,0,0
2019-09-08,4385,0.34,1,0,0,0,0,0,1,0,0
2019-09-15,17385,0.38,1,0,1,0,0,0,1,0,0
2019-09-22,5100,0.34,0,1,1,0,0,0,1,0,0
2019-09-29,56430,0.49,1,0,1,0,0,0,1,0,0
2019-10-06,9544,0.42,0,1,1,0,0,0,1,0,0
2019-10-13,21822,0.37,1,0,1,0,0,0,1,0,0
2019-10-20,4550,0.2,0,1,0,0,0,0,1,0,0
2019-10-27,21013,0.53,1,0,1,0,0,0,1,0,0
2019-11-03,4254,0.34,0,1,1,0,0,0,1,0,0
2019-11-10,54996,0.43,1,0,1,0,0,0,1,0,0
2019-11-17,8645,0.24,0,1,0,0,0,0,1,0,0
2019-11-24,19749,0.22,1,0,1,0,0,0,1,0,0
2019-12-01,4056,0.08,0,1,1,0,0,0,1,0,0
2019-12-08,20011,0.32,1,0,1,0,0,0,1,0,0
2019-12-15,8178,0.12,1,0,1,0,0,0,1,0,0
2019-12-22,9285,0.2,1,0,0,0,0,0,1,0,0
2019-12-29,5153,0.2,0,1,0,0,0,0,1,0,0
2020-01-05,16152,0.22,1,0,1,0,0,0,1,0,0
2020-01-12,3792,0.05,0,1,0,0,0,0,1,0,0
2020-01-19,19561,0.7,1,0,1,0,0,0,1,0,0
2020-01-26,3721,0.51,0,1,1,0,0,0,1,0,0
2020-02-02,18078,0.37,1,0,1,0,0,0,1,0,0
2020-02-09,4218,0.51,0,1,1,0,0,0,1,0,0
2020-02-16,58091,0.27,1,0,1,0,0,0,1,0,0
2020-02-23,8486,0.62,0,1,0,0,0,0,1,0,0
2020-03-01,21180,0.51,1,0,1,0,0,0,1,0,0
2020-03-08,4306,0.51,0,1,0,0,0,0,1,0,0
2020-03-15,32133,0.7,1,0,1,0,0,0,1,0,0
2020-03-22,6538,0.51,0,0,0,0,0,0,1,0,0
2020-03-29,9592,0.5,1,0,1,0,0,0,1,0,0
2020-04-05,8224,0.5,0,1,0,0,0,0,1,0,0
2020-04-12,26823,0.7,1,0,0,0,0,0,1,0,0
2020-04-19,5342,0.52,0,1,1,0,0,0,1,0,0
2020-04-26,20558,0.65,1,0,0,0,0,0,1,0,0
2020-05-03,6665,0.51,0,0,0,0,0,0,1,0,0
2020-05-10,26698,0.7,0,0,0,0,0,0,1,0,0
2020-05-17,6215,0.52,0,0,0,0,0,0,1,0,0
2020-05-24,23484,0.7,0,0,0,0,0,0,1,0,0
2020-05-31,6262,0.51,1,0,1,0,0,0,1,0,0
2020-06-07,27221,0.7,1,0,1,0,0,0,1,0,0
2020-06-14,6878,0.51,1,0,1,0,0,0,1,0,0
2020-06-21,29993,0.7,1,0,1,0,0,0,1,0,0
2020-06-28,7661,0.51,1,0,0,0,0,0,1,0,0
